,source,author,title,price
899,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FriBeUesWKJrj14MfjqOdBA%2Flarger.jpg&width=445,Marc Quinn,"Unique Meteor Print, 2012",£850 
900,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FfqE1f9BXMmiKA_FL0W8__Q%2Flarger.jpg&width=445,Michele Mikesell,"Mars, Roman God of War, 2017","US$7,200 "
901,https://d7hftxdivxxvm.cloudfront.net?height=542&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FcX6qLbbZyCyxPNbARq9H7g%2Flarger.jpg&width=445,Morgan Auten Smith,"Learning to Make Spells 7, 2021",US$400 
902,https://d7hftxdivxxvm.cloudfront.net?height=890&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FKtl5eDkMVKBMQ7F9MaTkOA%2Flarger.jpg&width=445,Sam Francis,"Dense and Now (SFF.1587), 1989","€175,000 "
903,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FD3q7C2velvWDQis6RikDrQ%2Flarger.jpg&width=445,Beatrice Garcia,"La Vie en Rose, 2023","€1,500 "
904,https://d7hftxdivxxvm.cloudfront.net?height=549&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FA2zPssXnnH986Fo8EghYzg%2Flarger.jpg&width=445,Brian Lister Kansiime,"My Special Place, 2023","£3,650 "
905,https://d7hftxdivxxvm.cloudfront.net?height=370&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F85Leej-BRSVIVudbw1urHw%2Flarger.jpg&width=445,Atushiko Musashi,"Afterimage PARK 23-Mar, 2023","US$2,500 "
906,https://d7hftxdivxxvm.cloudfront.net?height=361&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fyi9mxWzh03q-zSRQDWLHoA%2Flarger.jpg&width=445,John Aslanidis,"Sonic Fragment no 64, 2021","US$2,668 "
907,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F-U_NB7nmThx3XWIJYUV64g%2Flarger.jpg&width=445,Omar Chacon,"MESSALINA FINAL, ....","US$20,000 "
908,https://d7hftxdivxxvm.cloudfront.net?height=549&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fzw5bB84gUekGzYc4nGTvnQ%2Flarger.jpg&width=445,Brian Lister Kansiime,"First Date, 2023","£3,850 "
909,https://d7hftxdivxxvm.cloudfront.net?height=356&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FfFAwJmOuXSvThgYCxOi_aQ%2Flarger.jpg&width=445,Chivas Leung,"There Was Something Special In The Air, 2023","US$9,700 "
910,https://d7hftxdivxxvm.cloudfront.net?height=549&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F4WAfnwUBZsykQvvxZQVMEg%2Flarger.jpg&width=445,Joseph Christian Leyendecker,"New Year's Baby Hitching to War, 1943","US$475,000 "
911,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FQY4uP3Nlm-qtjkBeVMpz_g%2Flarger.jpg&width=445,Hermann Nitsch,"Pour Painting, Untitled, 2013","€75,000 "
912,https://d7hftxdivxxvm.cloudfront.net?height=549&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fjn7sJj8QHuVEQFUOUCWIvA%2Flarger.jpg&width=445,Plastic Jesus,"""Stop Making Stupid People Famous"" White Diamond Dust on Iridescent Cotton Canvas, 2018","US$3,220 "
913,https://d7hftxdivxxvm.cloudfront.net?height=440&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FVefaMgVtBEjX9wOXUHHSHA%2Flarger.jpg&width=445,Nola Parker,"Late Summer Nasturtium, 2022","US$3,800 "
914,https://d7hftxdivxxvm.cloudfront.net?height=511&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZxyTkxqCwY1rddCjpHXsgQ%2Flarger.jpg&width=445,Shingo Francis,"Infinite Space (violet-turquoise) II, 2017","US$20,000–US$30,000 "
915,https://d7hftxdivxxvm.cloudfront.net?height=609&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FIqcyz6FIRWFkVK3xLwwNGA%2Flarger.jpg&width=445,Maxfield Parrish,"The Rawhide Part III, 1904","US$250,000 "
916,https://d7hftxdivxxvm.cloudfront.net?height=356&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fwh73QGlZ3THtg2KjJMGXQg%2Flarger.jpg&width=445,David Matthew King,"Untitled (L12), 2021","€5,800 "
917,https://d7hftxdivxxvm.cloudfront.net?height=302&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F-wmyEiPTRTm-9A2SRlPAfA%2Flarger.jpg&width=445,Wang Yigang 王易罡,"T 31, 2019","US$75,000–US$100,000 "
918,https://d7hftxdivxxvm.cloudfront.net?height=248&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F5i-XR4_P8fFZ6yIfnCnCBw%2Flarger.jpg&width=445,Casey Baugh,"Room 6, 2016","US$16,000 "
919,https://d7hftxdivxxvm.cloudfront.net?height=356&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FDWvPrb9581p_WCgKA4h_bA%2Flarger.jpg&width=445,Amber Goldhammer,"Modern Love, 2021","US$2,900 "
920,https://d7hftxdivxxvm.cloudfront.net?height=635&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FBf93JDVyN_iL0Huh1EZx-Q%2Flarger.jpg&width=445,Natascha Schmitten,"In Limbo I, 2020","€12,500 "
921,https://d7hftxdivxxvm.cloudfront.net?height=601&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FQQ3qUEcIs3tTm9FQe0v-NQ%2Flarger.jpg&width=445,Speedy Graphito,"Le cri de Guernica, 2019","€8,000 "
922,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FH9bvd-9I6H8ebB7VyxiD0g%2Flarger.jpg&width=445,Valerio Adami,"Adultere, 1986","€55,000–€70,000 "
923,https://d7hftxdivxxvm.cloudfront.net?height=644&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FXIssh7WM0eulB7h2QUpTxg%2Flarger.jpg&width=445,Barbara Zablocka,"Organic, 2022",€950 
924,https://d7hftxdivxxvm.cloudfront.net?height=626&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FAsLpVfvpzzZqUx_4v3r5iQ%2Flarger.jpg&width=445,Zoran Mušič,"Ida, 1987","€35,000 "
925,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FbfLBRIpt4pWfuV_fKDK7xA%2Flarger.jpg&width=445,Susumu Kamijo,"TBT, 2019","US$150,000 "
926,https://d7hftxdivxxvm.cloudfront.net?height=556&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fiu6salw1coNkCq-gPW-Ciw%2Flarger.jpg&width=445,Clara Berta,"Ethereal, 2021","US$4,000 "
927,https://d7hftxdivxxvm.cloudfront.net?height=523&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FlZjWltGHdsEwxfy4QTmBDw%2Flarger.jpg&width=445,Grace Metzler,"Is the Philly Phanatic a lil' bit Danish?, 2022","US$10,000 "
928,https://d7hftxdivxxvm.cloudfront.net?height=131&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FJofemF0CmZVkbIx8K8uBow%2Flarger.jpg&width=445,Friedel Dzubas,"Easy Jump, 1988","US$225,000 "
929,https://d7hftxdivxxvm.cloudfront.net?height=347&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FTPpS4LyIiGqHldekz2FfvQ%2Flarger.jpg&width=445,Natalie Gamble,"LREI Turns 100, 2023", 
930,https://d7hftxdivxxvm.cloudfront.net?height=290&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FNVPMI-QYQmDO7Kd1I5ERkg%2Flarger.jpg&width=445,Norman Bluhm,"Grande Tete de Nuit a Versailles, 1957","US$75,000 "
931,https://d7hftxdivxxvm.cloudfront.net?height=644&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FUZJ07cn63GGTLUvYiN48YQ%2Flarger.jpg&width=445,Leng Hong 冷宏,"The Village of the Past 15-V 老村系列15之五, 2015","US$12,484 "
932,https://d7hftxdivxxvm.cloudfront.net?height=454&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F-59yYygFp9_TalDEP9rxjA%2Flarger.jpg&width=445,Clara Berta,"Embrace the Shine, 2021",US$600 
933,https://d7hftxdivxxvm.cloudfront.net?height=219&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FcQ096a5zEUOP8672OMFKjA%2Flarger.jpg&width=445,Holly Bromley,"The Beginning, 2019","US$4,500 "
934,https://d7hftxdivxxvm.cloudfront.net?height=556&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FkbEJk6Ez2MgG16q6XqPCow%2Flarger.jpg&width=445,Mia Bergeron,"Return, 2021",US$900 
935,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FQagZU8hvvJwWxT5Kh2ZLlw%2Flarger.jpg&width=445,Robert Combas,"Coiffé de chat. Coiffure de Minet, coiffé d'un minou, coiffure de Matou, 1989","€105,000 "
936,https://d7hftxdivxxvm.cloudfront.net?height=334&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FJaDtJQqZ5zCwBPpb0hQnSw%2Flarger.jpg&width=445,Lonnie Holley,"The Builder's Journey, 2023","US$100,000 "
937,https://d7hftxdivxxvm.cloudfront.net?height=302&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FnphAIWJ0sIs9WeUr37UjAg%2Flarger.jpg&width=445,Brett Amory,"Pyramid Club, 2015","US$6,500 "
938,https://d7hftxdivxxvm.cloudfront.net?height=517&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fn0s_MUIc93tH5pFsgT0nzQ%2Flarger.jpg&width=445,Mark Acetelli,"Meditations II, 2019","US$6,800 "
939,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F-uhO3xJUfZQuH1rhLkueXw%2Flarger.jpg&width=445,Melitta Csorján,"Cat with Moon, 2022","US$3,000 "
940,https://d7hftxdivxxvm.cloudfront.net?height=353&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FqXgH8B2fIhsvyTO5sbMrRw%2Flarger.jpg&width=445,Claudia Hartley,"""Western Ranch"", 2022","US$9,950 "
941,https://d7hftxdivxxvm.cloudfront.net?height=609&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FPLiaSOIGr3mrIs3bos5kRQ%2Flarger.jpg&width=445,Jack Roth,"Untitled Diptych (1), 1981","US$9,000 "
942,https://d7hftxdivxxvm.cloudfront.net?height=271&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FXOAjL_sGuPxAqmkMxcwUxg%2Flarger.jpg&width=445,Cornelis van Vreedenburgh,"Waterfront Farmhouse, 1919","€6,500 "
943,https://d7hftxdivxxvm.cloudfront.net?height=549&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FDGOEutvAWo2uuSFxQgy09w%2Flarger.jpg&width=445,Anselm Reyle,"Untitled, 2008","£150,000–£170,000 "
944,https://d7hftxdivxxvm.cloudfront.net?height=529&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fk3uo_JBtcOBZ-sftJs6MlQ%2Flarger.jpg&width=445,Mark Kostabi,"Liar Club, 1989","US$25,000 "
945,https://d7hftxdivxxvm.cloudfront.net?height=536&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FUFa62BQM9kFESO5h8ci7dA%2Flarger.jpg&width=445,Christopher Stott,"Seven Cameras, 2023","US$6,800 "
946,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F3CCZw4qt-2KpZKQCAM5xqA%2Flarger.jpg&width=445,Darío Pérez-Flores,"Dynamique Chromatique n°707, 1992","€28,000–€35,000 "
947,https://d7hftxdivxxvm.cloudfront.net?height=644&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FAtPMDaj-rBP-MmY5TnuJ0Q%2Flarger.jpg&width=445,Gustavo Diaz Sosa,"Sketching a dystopian dream II, 2023","€8,500 "
948,https://d7hftxdivxxvm.cloudfront.net?height=556&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FW2IFWfFwUo-TczlICeKSbA%2Flarger.jpg&width=445,Julian Opie,"Knitted top woman, 2016","£50,000 "
949,https://d7hftxdivxxvm.cloudfront.net?height=440&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FUZcK1ON5-a_Yeqi9xGaSjQ%2Flarger.jpg&width=445,Daniela Garcia Hamilton,"Alimento De Mama, 2022","US$2,500–US$5,000 "
950,https://d7hftxdivxxvm.cloudfront.net?height=294&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fk8IINXLM80bhXi67YvygpA%2Flarger.jpg&width=445,Hunt Slonem,"Mystic Jays, 2018","US$53,000 "
951,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F5xj_JOWpae0LfYTuZB5L-g%2Flarger.jpg&width=445,John McCaw,"Morning Sunshine, ca. 2020","US$5,500 "
952,https://d7hftxdivxxvm.cloudfront.net?height=327&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FNROyfKruwWXrplfgopwGTA%2Flarger.jpg&width=445,Tomás Sánchez,"Del Romerillo al Blanco, 1981","US$20,000 "
953,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fv0SImk4gw5w5NtmyclKQhQ%2Flarger.jpg&width=445,Giorgio Mussati,"Life Is A Joke, 2021","€2,000 "
954,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fm_H_Z1Fvki8Ht9MwpSP7IQ%2Flarger.jpg&width=445,Giuseppe Penone,"Senza titolo, 1980","€120,000–€150,000 "
955,https://d7hftxdivxxvm.cloudfront.net?height=327&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fj_WDaUyx-tdd9xq6BFgN1A%2Flarger.jpg&width=445,Arman,"Starry Night: Van Gogh, 1992","€55,000 "
956,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FUHt8g3_fvkg1IKVPryg-pw%2Flarger.jpg&width=445,Joakim Allgulander,"Still Life, 2023","€2,650 "
957,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FbtapxU5mxI0Ocp0nB5VAtA%2Flarger.jpg&width=445,Bernadette Doolan,"Strong but vulnerable, 2023","US$1,600 "
958,https://d7hftxdivxxvm.cloudfront.net?height=563&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FsBI0a4_fwwutLYxLAiaRxQ%2Flarger.jpg&width=445,Anja Van Herle,"For Your Eyes Only Pink  - Original Painting on Panel, 2019","US$10,000 "
959,https://d7hftxdivxxvm.cloudfront.net?height=570&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fe-vSLNwRlWv9r8k-6AG0zw%2Flarger.jpg&width=445,Maggie Hunt,"Fogbank, 2022","US$2,500 "
960,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZa7XPycBF8nScUF7vkhY3g%2Flarger.jpg&width=445,Nikolaos Schizas,"La Inqietud De La Noche (Abstract painting), 2023","£2,650 "
961,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FKnlfavqoNaz0SWglvVzrUA%2Flarger.jpg&width=445,Matija Bobicic,"Lupercalia, 2023","US$7,500–US$8,500 "
962,https://d7hftxdivxxvm.cloudfront.net?height=626&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FPVJnlDeYTqQHNMagXT54Tg%2Flarger.jpg&width=445,Antoine Carbonne,"Le Dormeur du Val, 2023","€5,000 "
963,https://d7hftxdivxxvm.cloudfront.net?height=292&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F4Xha6B2iKNAvZLN5ybyRlw%2Flarger.jpg&width=445,Courtenay Kusitor,"Winter Blossoms , 2022","£1,020 "
964,https://d7hftxdivxxvm.cloudfront.net?height=454&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F2pRSXIO--TPxahW6x8VZEQ%2Flarger.jpg&width=445,Shima Shanti,"Cotillion, 2023","US$7,500 "
965,https://d7hftxdivxxvm.cloudfront.net?height=400&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fq6-FtKDhjsUbr0qk416QGA%2Flarger.jpg&width=445,Charles W. Fulmer,"Glenn Canyon, 1988","US$3,200 "
966,https://d7hftxdivxxvm.cloudfront.net?height=237&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FUyPmkchZbL3keIiP3RBSkw%2Flarger.jpg&width=445,Friedel Dzubas,"Untitled (Ref. Colors), 1974","US$27,000 "
967,https://d7hftxdivxxvm.cloudfront.net?height=618&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FkE8thDjSEc9G-8uIVSr0ag%2Flarger.jpg&width=445,Amber Goldhammer,"Walking Through The Jungle, 2018","US$2,400 "
968,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F_b7bLFT-BA3a0JLjnUxIKw%2Flarger.jpg&width=445,Qin Feng 秦风,"Civilization Landscape (A), 2006","US$40,000 "
969,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FbaPZ9GQVhrjP6aacPZf8VA%2Flarger.jpg&width=445,Zsofia Schweger,"Miami Guest House (Morningside) #2, 2020","US$4,830 "
970,https://d7hftxdivxxvm.cloudfront.net?height=556&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FTWfFKcmvhwZfFrhugrim9w%2Flarger.jpg&width=445,Josh Jefferson,"Inter-Orbital Bird, 2023","US$9,000 "
971,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F4MlkG9uRv1SkgnxbHLH_cQ%2Flarger.jpg&width=445,Jan Kaláb,"Nucleon n.154150, 2022","£15,000–£20,000 "
972,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FgGFRm0EtdsYtBwjMKdDnaA%2Flarger.jpg&width=445,Chris Ofili,"Untitled (Royal Portrait), 2001","US$16,500 "
973,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FxKOybpxuhGFxwRZ7dppWig%2Flarger.jpg&width=445,"CRASH (John ""Crash"" Matos)","Untitled (R) Collaboration with Remi Rough, 2013","US$2,800 "
974,https://d7hftxdivxxvm.cloudfront.net?height=327&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FoQFfySD87YSEdvOpf-nRDw%2Flarger.jpg&width=445,Vigdis Elisabeth Feldt,"Juvenile Witsun Holiday, 2021","US$1,700 "
975,https://d7hftxdivxxvm.cloudfront.net?height=664&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FBKu9ZSouL8I_Z9A8QQHmGQ%2Flarger.jpg&width=445,Ben Eine,"I'm so happy, very very happy - XL, 2021","€11,000 "
976,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FB2p4F8sJBONqyhrK3u9sWw%2Flarger.jpg&width=445,Melitta Csorján,"Around the Moon No.1, 2022","US$3,500 "
977,https://d7hftxdivxxvm.cloudfront.net?height=294&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FfRAUQUMix0fJe5MhhMuz1Q%2Flarger.jpg&width=445,Ian McKeever,"Assembly Painting, 2006 -2007","£65,000 "
978,https://d7hftxdivxxvm.cloudfront.net?height=1112&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FiJ-DECcrLsd-W_VAkaQ7Xg%2Flarger.jpg&width=445,America Martin,"Woman with Branches Dance I, .","US$11,000 "
979,https://d7hftxdivxxvm.cloudfront.net?height=302&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FT3_lTnc2DrHYbNO5HBp26w%2Flarger.jpg&width=445,Bernard Buffet,"Les Rails, 1982","US$268,500 "
980,https://d7hftxdivxxvm.cloudfront.net?height=298&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FhlpDTEraIooP94__EuhYuQ%2Flarger.jpg&width=445,Margaret Morrison,"Last Stand, 2012","US$35,000 "
981,https://d7hftxdivxxvm.cloudfront.net?height=626&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FPTaxzJweqp2KXFnQxTVQyg%2Flarger.jpg&width=445,Courtenay Kusitor,"Embrace The Now, 2022","£1,440 "
982,https://d7hftxdivxxvm.cloudfront.net?height=505&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F9Urwl_QuZgSEJhOd8bWAKQ%2Flarger.jpg&width=445,Anke Blaue,"AB763, 2023","€8,900 "
983,https://d7hftxdivxxvm.cloudfront.net?height=306&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FpRwBozn5tBU4B8Tyyl-HFA%2Flarger.jpg&width=445,Liubov Popova,"Tray/поднос, ca. 19th-20th Century","US$99,750 "
984,https://d7hftxdivxxvm.cloudfront.net?height=380&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FKa67MK6DfuEPZ_oXNBG0Lw%2Flarger.jpg&width=445,Milena Krasnopiórko,"In the Crib, 2019","€1,100 "
985,https://d7hftxdivxxvm.cloudfront.net?height=542&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FzW5wpGmabT12BrZea0KciQ%2Flarger.jpg&width=445,Lynette Yiadom-Boakye,"Bird of Paradise, 2009","US$550,000–US$650,000 "
986,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FQNXDW4iO1PMkLgw05dzpYg%2Flarger.jpg&width=445,Grace Metzler,"Doing what we can to help Dad feel like a kid again, 2022","US$16,300 "
987,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FjHS_CrHesZ-g4s0rb8dciw%2Flarger.jpg&width=445,Evi O,"Fabrication of Freedom, 2023","US$1,450 "
988,https://d7hftxdivxxvm.cloudfront.net?height=408&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FT1x3lN81l7Eguf2nbEwMvQ%2Flarger.jpg&width=445,Brent Estabrook,"Bear Toast, 2021","US$40,000–US$50,000 "
989,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FjoXjFGlxhrVX3DdyL3yk1A%2Flarger.jpg&width=445,Jason Line,"Studio Interior with Grey Chair, 2016","£2,500 "
990,https://d7hftxdivxxvm.cloudfront.net?height=654&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FlrkA2y7UgFAPSfX8Q95KJg%2Flarger.jpg&width=445,Angus Wilson,"Graceful Arrangement on Blue , 2023","US$12,500 "
991,https://d7hftxdivxxvm.cloudfront.net?height=320&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fv9WTsz3b3BJbaM47hId81Q%2Flarger.jpg&width=445,Hiroshi Sato,"Candles in Cup, 2022","US$3,800 "
992,https://d7hftxdivxxvm.cloudfront.net?height=618&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FC48gi19d5OcVImcCk74rGQ%2Flarger.jpg&width=445,Katsumi Hayakawa,"No.2, Blue Jumbo, 2023","€1,200 "
993,https://d7hftxdivxxvm.cloudfront.net?height=329&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fo6XbSlcG-KhXWT0CCHfc_Q%2Flarger.jpg&width=445,Daijiro Hama,"The Moment 4, 2023","US$16,500–US$20,000 "
