,source,author,title,price
1481,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FDc7NHCmZMhW-KnAIvSPL6A%2Flarger.jpg&width=445,Josef Kote,"Ocean Rocks, ca. 2023","US$17,000 "
1482,https://d7hftxdivxxvm.cloudfront.net?height=367&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FQSVCdqoh1Df2aB3VxU8Zsg%2Flarger.jpg&width=445,Julian Opie,"Ed and Marlanela. 9., 2010","€75,000–€85,000 "
1483,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fxdfukvc_KEvuSHDeRAiObQ%2Flarger.jpg&width=445,Cleve Gray,"Kuaui #3, 1970","US$140,000 "
1484,https://d7hftxdivxxvm.cloudfront.net?height=358&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F9HvXHmETCfMJLQTOFRCdjQ%2Flarger.jpg&width=445,Jia Yuan Hua,"Sightseeing No.10, 2023","US$3,900 "
1485,https://d7hftxdivxxvm.cloudfront.net?height=536&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F3gRdbZFvzgrb6zC75gUxqA%2Flarger.jpg&width=445,Kiyoshi Nakagami,"Untitled , 2020","US$18,300 "
1486,https://d7hftxdivxxvm.cloudfront.net?height=601&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FihORsYd6bZQeuGDgVOwvEg%2Flarger.jpg&width=445,dele jegede,"Black Lives Matter II, 2022","US$10,000 "
1487,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FpKZTT3KJZTN_sJWUs4qdUA%2Flarger.jpg&width=445,Nobuko Sugio,"Piano Quintet Op.44, 2022",US$720 
1488,https://d7hftxdivxxvm.cloudfront.net?height=511&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FlyRF0Wy5EEJyZE5IlQFvvQ%2Flarger.jpg&width=445,Anca Stefanescu,"Novis Vita VIII, 2021","£12,500 "
1489,https://d7hftxdivxxvm.cloudfront.net?height=278&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F93Jc4DNR7TJE8sg_xkHAFA%2Flarger.jpg&width=445,Dagoberto Rodríguez,"Santa Maria Crater, 2022","US$35,000 "
1490,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fd9IxYcH1ts_s12dOzoFT8g%2Flarger.jpg&width=445,Patricia McParlin,"Winter Shift II, 2022","£1,800 "
1491,https://d7hftxdivxxvm.cloudfront.net?height=440&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FDtxpjH-Z8bBpv3OzutbBUg%2Flarger.jpg&width=445,Judas Arrieta,"I Just Want to Have Fun, 2023","US$3,500 "
1492,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FeXMbCRpVWk7R3AZwwCiPLQ%2Flarger.jpg&width=445,Melissa Meyer,"Some Other Spring, 1989",$500 
1493,https://d7hftxdivxxvm.cloudfront.net?height=741&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FnU9pxTUqnrYCaJOYd9mIAw%2Flarger.jpg&width=445,Jisbar,"Goldman Kaws, 2023","US$11,000 "
1494,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FyT0j-xgTDFRmcNWTf97H4A%2Flarger.jpg&width=445,Max Kremer,"""Plume"" Contemporary Pink & White Abstract Foliage Landscape Painting, 2023","US$4,800 "
1495,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F8b-jdGCAyiAQhzGBjXDk9Q%2Flarger.jpg&width=445,Alex Becerra,"A Version in Green, 2015","$5,000 "
1496,https://d7hftxdivxxvm.cloudfront.net?height=454&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fjc0JvjwDOid014QOph8Asw%2Flarger.jpg&width=445,Terry Furchgott,"Grapefruit - Paris, 2019",US$900 
1497,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FHIUSroJZOnGUSMpcfxVHeA%2Flarger.jpg&width=445,Bernadette Doolan,"Play with me, 2023","US$2,900 "
1498,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F4lnksX4-HFYi-Ca_Zky3hg%2Flarger.jpg&width=445,Maiko Kobayashi,"Nobody Knows The Right Answer, 2023","US$31,500 "
1499,https://d7hftxdivxxvm.cloudfront.net?height=353&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FU59mVG-C3ryNRNzwuNC17A%2Flarger.jpg&width=445,Simone Bellusci,"Água doce, 2019","€2,800 "
1500,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FsOSrCXC-K-lYKhZsjU8gZA%2Flarger.jpg&width=445,Patricia McParlin,"Towards the Hill, 2022",£630 
1501,https://d7hftxdivxxvm.cloudfront.net?height=347&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZq5q_JNvMRR4FaATtdBfYQ%2Flarger.jpg&width=445,Jaq Chartier,"Amber Turquoise (Sun Test), 2018-2022","US$3,200 "
1502,https://d7hftxdivxxvm.cloudfront.net?height=393&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FBrIWHQIZ74i10PuOV_tyqw%2Flarger.jpg&width=445,Simone Bellusci,"Ygapó, 2021","€2,500 "
1503,https://d7hftxdivxxvm.cloudfront.net?height=563&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FSy-p-RapwNd9XnZU1uLj8A%2Flarger.jpg&width=445,Avery Palmer,"Seer of the Past and Future, 2019",US$600 
1504,https://d7hftxdivxxvm.cloudfront.net?height=489&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FFC9J9wLSxgY_S8Jp_oiL6Q%2Flarger.jpg&width=445,Nelson Makamo,"Untitled-15, 2021","US$10,000 "
1505,https://d7hftxdivxxvm.cloudfront.net?height=454&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F3eJnhxFD1HqpTSZ2yvSgzQ%2Flarger.jpg&width=445,Marlon Portales,"Lavender shade,  2023","US$1,400 "
1506,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FU5YvLCVs23gb5rQOEjlilA%2Flarger.jpg&width=445,The Black Davinci,"Heavy is the Crown, 2023","US$4,400 "
1507,https://d7hftxdivxxvm.cloudfront.net?height=311&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FAhBi06YCo_WMVxeqdMP3UA%2Flarger.jpg&width=445,Barbara Zablocka,"Agglomeration, 2021","€1,100 "
1508,https://d7hftxdivxxvm.cloudfront.net?height=473&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FnXLOS0Xtfnh3vLzYjPqFHQ%2Flarger.jpg&width=445,Cranio,"TERRA PROTEGIDA, 2023","£15,000–£20,000 "
1509,https://d7hftxdivxxvm.cloudfront.net?height=329&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZEicjvTAOEKbd1paBknfYA%2Flarger.jpg&width=445,Lucinda Luvaas,"Surrender, 2022-2023","US$7,000 "
1510,https://d7hftxdivxxvm.cloudfront.net?height=529&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FsNVxTqYKQO5ll2UMH08UHw%2Flarger.jpg&width=445,Louise Fishman,"Afternoon in December, 2007-2008","US$175,000 "
1511,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FGz-dg8KBnV3_JMV7JT6Piw%2Flarger.jpg&width=445,Kevin Earl Taylor,"Cosmosis, 2016","US$6,500 "
1512,https://d7hftxdivxxvm.cloudfront.net?height=890&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FMqLnEiFs398qC0mpefpYvw%2Flarger.jpg&width=445,Uzo Njoku,"Movement of the People, 2022","$3,500 "
1513,https://d7hftxdivxxvm.cloudfront.net?height=664&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F6W1EyveY51ojlclpC9xwvA%2Flarger.jpg&width=445,Lucy Neish,"Debilitating Nostalgia, 2023","£1,944–£2,376 "
1514,https://d7hftxdivxxvm.cloudfront.net?height=585&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FY5dTg0l7ysfchcdIDWoJXg%2Flarger.jpg&width=445,Raphael Adjetey Adjei Mayne,"Untitled, 2022","€15,000–€17,500 "
1515,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FMnJMdt2X1krThNhnu9WfrA%2Flarger.jpg&width=445,Hiroshi Sato,"Staples and Table, 2023","US$5,400 "
1516,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fgk2PJc2-tHeqIHtLolw2lw%2Flarger.jpg&width=445,Nobuko Sugio,"Garden, 2021",US$720 
1517,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fq7c-P_I-yiYdN-WzPkbuww%2Flarger.jpg&width=445,Todd Schorr,"Rattlebrain, 2022","US$15,000–US$20,000 "
1518,https://d7hftxdivxxvm.cloudfront.net?height=556&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Ft9NrfGbUSXptYSzmXGFS7w%2Flarger.jpg&width=445,Alex Becerra,"Skull Pile (Orange Circles), 2021","US$7,500–US$10,000 "
1519,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FtCX_e_vMumNj2W0iAK8Grw%2Flarger.jpg&width=445,Kiyoshi Nakagami,"Untitled, 2012","US$113,000 "
1520,https://d7hftxdivxxvm.cloudfront.net?height=556&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FV108AMsIe94yITJg2ttI_w%2Flarger.jpg&width=445,Speedy Graphito,"Kult 2, 2020","€12,100–€14,000 "
1521,https://d7hftxdivxxvm.cloudfront.net?height=300&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FbNXspf6VytCIOBiR4xof_Q%2Flarger.jpg&width=445,Courtenay Kusitor,"Looking Up At Blossom, 2022","£3,200 "
1522,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FTcvpOf2mHUw75h0jgfBeag%2Flarger.jpg&width=445,Ben Eine,"This Sound Better In The Rain - White, 2022","€11,000–€12,000 "
1523,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FHZpzltzVDGr4oztOaqjpiA%2Flarger.jpg&width=445,Sarah Dwyer,"Wayward Traveller, 2023","US$15,000–US$20,000 "
1524,https://d7hftxdivxxvm.cloudfront.net?height=339&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FhNJIppLm5TzC3rVFl5LERQ%2Flarger.jpg&width=445,Madison Makala,"PMA from the Highway, 2023","US$2,000 "
1525,https://d7hftxdivxxvm.cloudfront.net?height=440&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FwOToBrqlbP-L2HRIOIoACQ%2Flarger.jpg&width=445,Larissa De Jesús Negrón,"Inner storms formed by my mother, 2021","US$16,000 "
1526,https://d7hftxdivxxvm.cloudfront.net?height=542&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FXvxVyCSQZrAQXkBHy7uZGA%2Flarger.jpg&width=445,Emilie Picard,"Affronter Ou Contourner, 2016","US$14,000 "
1527,https://d7hftxdivxxvm.cloudfront.net?height=463&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FC-UimB89ARd58LaqQ2HFxA%2Flarger.jpg&width=445,Era Leisner,"Wild roses, 2023","US$3,200 "
1528,https://d7hftxdivxxvm.cloudfront.net?height=296&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F6Amcru2emcgn2uJG3CYwuw%2Flarger.jpg&width=445,Paul Fägerskiöld,"Tijuana, Mexico. View west. January 1 2100. , 2023","US$10,800 "
1529,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F_NxKxEcDuFMVhnglg53z6g%2Flarger.jpg&width=445,Herbert Matter,"Light Drawing (four figures), c. 1944",$400 
1530,https://d7hftxdivxxvm.cloudfront.net?height=570&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FoFTMdfTeXOZU_RR0Pf7whg%2Flarger.jpg&width=445,Ned Armstrong,"Emergence, 2021","£1,750–£2,100 "
1531,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FO6JnnbQYqGsfg9tbWA13Rw%2Flarger.jpg&width=445,Mari Kuroda," White Tulip, 2016",US$750 
1532,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FQLEtd1QPTUBSJ3T-ko98eA%2Flarger.jpg&width=445,Giorgio Mussati,"Tiger Woods - Popping, 2022","€2,400 "
1533,https://d7hftxdivxxvm.cloudfront.net?height=454&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fp8xz10RUZrYD1ZKPqG1RHA%2Flarger.jpg&width=445,Patricia McParlin,"Harbour Wall, 2022","£1,075 "
1534,https://d7hftxdivxxvm.cloudfront.net?height=654&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F4tRwPmAARluLSRbk_sUPJA%2Flarger.jpg&width=445,Rubén Rodrigo,"17-20/01/22, 2022","US$7,000 "
1535,https://d7hftxdivxxvm.cloudfront.net?height=353&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FgPrASJzorciF-HSOveAJcA%2Flarger.jpg&width=445,CHANG Su-Mei,"Self Vibe, 2010","US$3,000 "
1536,https://d7hftxdivxxvm.cloudfront.net?height=549&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fo_WqhWJburc4cbR6NJsoKw%2Flarger.jpg&width=445,Achille Perilli,"Diviso in due, ( Split in two )., 2010","€11,500 "
1537,https://d7hftxdivxxvm.cloudfront.net?height=556&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FrVBeW5jkWSkW9UgEG_l8jA%2Flarger.jpg&width=445,Christian Awe,"jugar, 2022","€5,000 "
1538,https://d7hftxdivxxvm.cloudfront.net?height=162&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FEwmzJ04JzFuaxbrw4adFwQ%2Flarger.jpg&width=445,Barbara Kassel,"The Luck of the Draw, 2020","US$24,000 "
1539,https://d7hftxdivxxvm.cloudfront.net?height=609&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FhQhGr7iBFMnLUWp7305dSA%2Flarger.jpg&width=445,Ludovic Isidore,"Terra III, 2021","€1,200 "
1540,https://d7hftxdivxxvm.cloudfront.net?height=635&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FNjhVwrAzRzp4qBpaJK9pmg%2Flarger.jpg&width=445,Ty Nathan Clark,"No seriously. Add up the parts, 2018","US$10,550 "
1541,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F-YotGbwmADn3RUFf951NOw%2Flarger.jpg&width=445,Yuya Fujita,"YF673, 2020","US$5,200 "
1542,https://d7hftxdivxxvm.cloudfront.net?height=334&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FywmLGEdADgetPFWuhKmnZw%2Flarger.jpg&width=445,Roxa Smith,"Danal's Place, 2015","US$2,800 "
1543,https://d7hftxdivxxvm.cloudfront.net?height=296&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F0QwdWF6YM5ojL5fP9hax5Q%2Flarger.jpg&width=445,Max Ferguson,"Color of Money, 2020","US$18,000 "
1544,https://d7hftxdivxxvm.cloudfront.net?height=511&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FvxRUs5_8jsbhJTZLLafJEA%2Flarger.jpg&width=445,René Romero Schuler,"Tembias, 2023","US$11,550 "
1545,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fet59Y1XHArPjsYrw_drR3Q%2Flarger.jpg&width=445,Antonio Pasciuti,"Untitled, 2015","€6,300 "
1546,https://d7hftxdivxxvm.cloudfront.net?height=601&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FW3kYZVnNPXUNNPaRGKuv5Q%2Flarger.jpg&width=445,Demos Chiang,"Fireworks in the Park, 2022","US$4,500 "
1547,https://d7hftxdivxxvm.cloudfront.net?height=423&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FEt1d77Lk1RT7zq_u7rSwmA%2Flarger.jpg&width=445,Caroline McMillan,"Tide Going Out, 2022","£1,030 "
1548,https://d7hftxdivxxvm.cloudfront.net?height=408&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FPW_z8PBRxc3i3XtceZWuRw%2Flarger.jpg&width=445,Hiroshi Sato,"Opaque Shadows in Phase I, 2019","US$6,500 "
1549,https://d7hftxdivxxvm.cloudfront.net?height=563&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FOa5ytQlG564m4uXx6iuFQQ%2Flarger.jpg&width=445,Tim Braden,"Camino Real, 2023","US$24,000–US$28,000 "
1550,https://d7hftxdivxxvm.cloudfront.net?height=292&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FES4GawZ0mlruV4V8wLytmw%2Flarger.jpg&width=445,Shiri Phillips,"Dancing Color, 2023",US$950 
1551,https://d7hftxdivxxvm.cloudfront.net?height=324&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F6USvnmnHF-SgLpjo4Xeu9g%2Flarger.jpg&width=445,Minu Achrekar,"Still I Soar, 2022",£900 
1552,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Ft_oLaNU9_eeWMflW8TzIcQ%2Flarger.jpg&width=445,John Redmond,"1, 2023","£1,950 "
1553,https://d7hftxdivxxvm.cloudfront.net?height=353&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F5vL2G8czR-VrByq4hVItKw%2Flarger.jpg&width=445,Monique Frydman,"Révélé, 2002","US$79,000 "
1554,https://d7hftxdivxxvm.cloudfront.net?height=664&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FZ6plRP_sDFp08v1TudYOSA%2Flarger.jpg&width=445,Terry Furchgott,"Frog and Heart (Frog He Would A Wooing Go), 2018","US$2,000 "
1555,https://d7hftxdivxxvm.cloudfront.net?height=230&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fm2DpE4AK6YCLPlf3OtwUGw%2Flarger.jpg&width=445,Laura Federici,"Susanna Lake, 2022","£3,500 "
1556,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FUB5_dDrR-AEsavbPoYHh0w%2Flarger.jpg&width=445,Jordi Sàbat,"La colmena, 2023","€3,500 "
1557,https://d7hftxdivxxvm.cloudfront.net?height=593&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FXInm9tFJVzWYQPUtGy4W0g%2Flarger.jpg&width=445,Patricia McParlin,"Winter Shift, 2022","£1,800 "
1558,https://d7hftxdivxxvm.cloudfront.net?height=408&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fp4D72W6ziqgQomrpFDUhTw%2Flarger.jpg&width=445,Agnieszka Srokosz,"Red Door, 2022","€2,200 "
1559,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F711y8x_lWKXICGzVEaLhMA%2Flarger.jpg&width=445,Wendeline S. Matson,"Portrait of a Bunny, 2023",US$550 
1560,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FSUuERYxo-xbqsfLhu2kmmA%2Flarger.jpg&width=445,James Hyde,"Part, 1996",$100 (1 bid)
1561,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F0Zkee0QQdmT21bdVuRXmCg%2Flarger.jpg&width=445,Carlos Estupinan,"EVENTO_INORGANICO_027, 2021","US$20,000 "
1562,https://d7hftxdivxxvm.cloudfront.net?height=609&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FKsJsUBZn_D38xOTLi2mCDw%2Flarger.jpg&width=445,Kateryna Krivchach,"Girl with notes, 2021","US$1,050 "
1563,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FABaPVpSfkvuNw4N0SoseUA%2Flarger.jpg&width=445,Meriem Delacroix,"Apricity, 2020","€2,400 "
1564,https://d7hftxdivxxvm.cloudfront.net?height=577&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FlduoxH61aIu-URDCbGxTfw%2Flarger.jpg&width=445,What Is Adam,"Strop D’erable  (Blue /Yellow), 2023","US$2,500 "
1565,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FBXysCipDPnQU4RjMrqfiug%2Flarger.jpg&width=445,Kelly Bjork,"Channeling, 2023","US$2,000 "
1566,https://d7hftxdivxxvm.cloudfront.net?height=556&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FyxjG_ukqclacESJcVWZF0A%2Flarger.jpg&width=445,Oluwapelumi Oluyemi,"My Safe Space, 2022","€2,200 "
1567,https://d7hftxdivxxvm.cloudfront.net?height=454&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FmgFnFfe9xNjynnbVLoD9ww%2Flarger.jpg&width=445,Lise Zia,"Doubt, 2021","€2,200 "
1568,https://d7hftxdivxxvm.cloudfront.net?height=463&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FbQF1PTUWXZj0KkfjR0YbMQ%2Flarger.jpg&width=445,Julie Peppito,"Liberty, 2023","US$9,500 "
1569,https://d7hftxdivxxvm.cloudfront.net?height=449&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FfqmMDdcvFMudOEUly84b_A%2Flarger.jpg&width=445,Dagoberto Rodríguez,"Irma, 2022","US$35,000 "
1570,https://d7hftxdivxxvm.cloudfront.net?height=585&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FaPDIDFkiWV_SgSXb134FPQ%2Flarger.jpg&width=445,Judith Grassl,"Muse, 2023","€6,200 "
1571,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fa-yZps8e59p3g-4S6X9QHQ%2Flarger.jpg&width=445,Raymond Logan,"Robot Five, 2016","US$1,500 "
1572,https://d7hftxdivxxvm.cloudfront.net?height=684&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FMNftWULLtVv5tLT0_dlGwg%2Flarger.jpg&width=445,Qingzhu Lin,"Tibetan Girl, 2022","US$2,000 "
1573,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F-gZzz6-a6RXhEQnliRv46Q%2Flarger.jpg&width=445,Era Leisner,"Yellow, 2023","US$1,500 "
1574,https://d7hftxdivxxvm.cloudfront.net?height=236&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2F87_VYv4qqV4WK57fOsBO5g%2Flarger.jpg&width=445,Sean Davidson,"Red Sky At Night, 2023","£9,800 "
1575,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fi--ifTR1aP-momcgaBVjlg%2Flarger.jpg&width=445,Caroline McMillan," Moonlit Even Beach, 2022",£390 
1576,https://d7hftxdivxxvm.cloudfront.net?height=500&quality=80&resize_to=fit&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2FjRXvKKRzrb45-wNGVRpMsw%2Flarger.jpg&width=445,Scott Woodard,"""Constructed Landscape"" Tan, Gray & Orange Abstract Mixed Media Painting, 2022","US$3,700 "
1577,https://d7hftxdivxxvm.cloudfront.net?height=445&quality=80&resize_to=fill&src=https%3A%2F%2Fd32dm0rphc51dk.cloudfront.net%2Fs3b_Jm7XyX08AmGnimkLRQ%2Flarger.jpg&width=445,Michelle Weddle,"Fold , 2023","US$8,700 "
